age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks
22,single,m,straight,athletic,strictly anything,socially,never,working on ph.d program,white,68,-1,student,2012-06-30-00-05,"berkeley, california",doesn't have kids,likes dogs and likes cats,atheism and somewhat serious about it,,no,"english (fluently), c++ (okay), spanish (okay), lisp (okay)"
33,single,f,straight,athletic,,,never,graduated from college/university,white,67,-1,hospitality / travel,2012-06-29-20-35,"san francisco, california","doesn't have kids, but wants them",,,libra,no,"english (fluently), dutch (okay)"
24,single,m,straight,thin,mostly vegan,socially,,working on college/university,white,75,-1,,2012-06-24-22-19,"berkeley, california",doesn't have kids,likes cats,atheism,sagittarius but it doesn&rsquo;t matter,when drinking,english
50,single,m,straight,average,mostly anything,often,never,college/university,white,73,80000,transportation,2012-06-29-21-54,"benicia, california",doesn't want kids,has cats,other,libra,no,english
32,seeing someone,m,straight,average,,not at all,never,graduated from college/university,asian,67,-1,science / tech / engineering,2012-05-19-09-49,"oakland, california",,likes dogs,,cancer,no,english
23,single,m,straight,athletic,,rarely,never,working on college/university,white,73,-1,military,2012-06-15-22-10,"castro valley, california","doesn't have kids, but might want them",,,,no,english
32,single,f,straight,fit,anything,socially,never,graduated from college/university,,62,-1,other,2012-06-28-21-09,"san francisco, california","doesn't have kids, but might want them",,buddhism,pisces,no,english
59,single,m,straight,fit,anything,socially,never,graduated from masters program,white,73,80000,other,2011-08-15-09-32,"daly city, california",doesn't want kids,likes dogs and likes cats,other,libra and it&rsquo;s fun to think about,no,"english (fluently), english"
36,single,m,straight,fit,anything,often,sometimes,graduated from college/university,white,73,-1,construction / craftsmanship,2012-06-29-20-05,"oakland, california",,likes dogs and likes cats,other and somewhat serious about it,taurus and it&rsquo;s fun to think about,no,"english, english (fluently)"
29,single,m,straight,athletic,,socially,,college/university,,74,-1,,2012-06-29-22-32,"oakland, california",doesn't have kids,,agnosticism and somewhat serious about it,,no,english
39,single,f,straight,fit,mostly anything,socially,,graduated from masters program,white,63,-1,,2012-06-25-12-28,"berkeley, california",has kids,,,leo,no,english
24,single,m,straight,skinny,,socially,never,graduated from college/university,"hispanic / latin, white",67,60000,computer / hardware / software,2012-06-14-21-30,"san francisco, california",,likes dogs and likes cats,catholicism but not too serious about it,scorpio but it doesn&rsquo;t matter,no,english (fluently)
28,single,m,straight,average,,desperately,often,,asian,70,-1,,2012-06-07-11-34,"el cerrito, california",doesn't have kids,,atheism,sagittarius,yes,english
50,single,m,straight,athletic,,socially,never,college/university,asian,66,80000,construction / craftsmanship,2011-12-06-13-38,"vallejo, california",has kids,likes dogs and dislikes cats,,,no,english
32,single,f,straight,fit,,socially,never,graduated from college/university,white,64,-1,student,2011-07-19-12-23,"menlo park, california",,likes dogs,judaism but not too serious about it,,no,"english (fluently), french (okay)"
41,single,f,straight,fit,,socially,,college/university,white,67,-1,transportation,2012-05-19-10-47,"mill valley, california",,likes dogs and likes cats,,cancer and it&rsquo;s fun to think about,no,english
50,single,f,straight,skinny,mostly vegetarian,socially,,graduated from masters program,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",63,-1,education / academia,2012-06-29-22-51,"san francisco, california",has kids,likes dogs,atheism,cancer,no,"english, spanish (okay), german (okay)"
44,single,m,straight,,,socially,,graduated from college/university,white,68,-1,computer / hardware / software,2012-06-29-22-55,"san francisco, california",,has dogs and likes cats,catholicism and laughing about it,leo but it doesn&rsquo;t matter,no,english
48,single,m,straight,average,mostly anything,,,graduated from college/university,white,68,-1,artistic / musical / writer,2012-06-29-19-07,"oakland, california",doesn't want kids,has dogs and has cats,,aquarius and it&rsquo;s fun to think about,no,"english (fluently), other (okay)"
24,available,m,bisexual,skinny,,socially,sometimes,graduated from two-year college,,75,-1,,2012-02-08-23-21,"oakland, california",,,,leo and it matters a lot,trying to quit,english
26,single,m,straight,fit,strictly anything,not at all,never,graduated from college/university,"black, white",73,-1,sales / marketing / biz dev,2012-06-27-08-19,"oakland, california","doesn't have kids, but wants them",likes dogs and likes cats,,virgo,no,"english (fluently), french (okay)"
29,single,f,gay,thin,mostly anything,socially,never,graduated from two-year college,white,61,-1,hospitality / travel,2012-06-26-19-45,"san mateo, california",,,agnosticism,scorpio and it&rsquo;s fun to think about,no,english
40,single,f,straight,full figured,,socially,never,two-year college,other,62,-1,executive / management,2012-05-07-17-47,"richmond, california",has a kid,,christianity and very serious about it,,,english
29,single,f,straight,average,vegetarian,socially,never,graduated from law school,white,68,-1,law / legal services,2012-05-30-22-59,"san francisco, california",,likes dogs,agnosticism and somewhat serious about it,leo but it doesn&rsquo;t matter,no,"english, spanish (fluently)"
54,single,f,straight,full figured,mostly anything,socially,never,graduated from college/university,white,69,-1,education / academia,2012-06-20-20-55,"redwood city, california",,likes dogs and has cats,other,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)"
20,single,f,straight,fit,,socially,never,working on college/university,white,63,-1,,2012-06-26-02-13,"san rafael, california",,likes dogs,christianity,,no,english
51,single,f,straight,average,,socially,,space camp,asian,62,-1,,2012-06-29-22-17,"oakland, california",has kids,likes dogs and has cats,christianity,virgo,,english
33,single,f,straight,average,,socially,never,graduated from masters program,,66,-1,medicine / health,2012-06-29-16-53,"el cerrito, california",,has dogs,,sagittarius but it doesn&rsquo;t matter,,"english, spanish (fluently)"
28,single,m,straight,,,socially,,graduated from college/university,asian,66,-1,sales / marketing / biz dev,2012-06-27-21-41,"san francisco, california",,,,,,"english, korean (okay)"
37,single,f,straight,athletic,,socially,,graduated from med school,,66,-1,medicine / health,2012-06-22-23-43,"san francisco, california",,,,virgo and it&rsquo;s fun to think about,,"english, spanish, persian"
20,single,m,straight,thin,anything,rarely,never,working on college/university,white,72,-1,student,2012-06-30-00-07,"berkeley, california","doesn't have kids, and doesn't want any",,atheism,libra,no,english (fluently)
30,single,m,straight,,,,,,white,74,-1,computer / hardware / software,2012-06-28-23-11,"san francisco, california",doesn't have kids,,,leo,,"english, czech, italian (poorly), french (poorly)"
36,single,m,straight,fit,mostly anything,socially,,graduated from masters program,white,72,-1,,2012-06-29-18-34,"san francisco, california",,,,pisces,no,"english (okay), spanish (fluently)"
26,single,f,gay,curvy,mostly anything,socially,never,working on college/university,"hispanic / latin, white",63,20000,sales / marketing / biz dev,2012-06-23-23-10,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,catholicism and laughing about it,gemini and it&rsquo;s fun to think about,no,english
26,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,white,68,70000,science / tech / engineering,2012-06-18-21-51,"san francisco, california","doesn't have kids, but wants them",likes dogs,agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter,no,english
33,single,f,straight,thin,anything,rarely,never,graduated from college/university,,66,-1,,2012-06-27-20-52,"oakland, california","doesn't have kids, but might want them",has dogs and likes cats,other and laughing about it,,no,"english, spanish (okay), other (poorly)"
20,seeing someone,f,straight,average,,socially,never,graduated from high school,white,66,-1,student,2012-03-20-20-06,"san francisco, california",,,,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)"
31,single,m,straight,fit,strictly other,rarely,,,,70,-1,other,2012-06-30-00-07,"san rafael, california",doesn't have kids,likes dogs and has cats,other,sagittarius,no,english (fluently)
62,single,m,straight,fit,anything,socially,never,graduated from masters program,white,73,-1,executive / management,2012-05-15-06-35,"menlo park, california",has kids,likes dogs,christianity,,no,english
33,single,f,straight,fit,,socially,never,graduated from masters program,white,63,-1,artistic / musical / writer,2012-06-28-14-06,"san francisco, california",,likes dogs and has cats,atheism,aquarius,no,english
22,single,m,straight,a little extra,,socially,never,,hispanic / latin,69,-1,other,2011-10-14-04-03,"el sobrante, california",,has dogs and dislikes cats,other,aries,when drinking,"english (fluently), spanish (fluently)"
46,single,m,gay,fit,,socially,never,,"hispanic / latin, other",66,-1,medicine / health,2011-09-24-00-59,"san francisco, california",has a kid,,,sagittarius,,english
27,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,68,-1,computer / hardware / software,2012-05-27-14-46,"walnut creek, california","doesn't have kids, but wants them",likes dogs and has cats,judaism but not too serious about it,virgo but it doesn&rsquo;t matter,no,"english, russian"
29,single,m,straight,a little extra,mostly halal,often,never,dropped out of high school,white,72,250000,artistic / musical / writer,2011-08-23-23-38,"san francisco, california",doesn't want kids,has dogs and dislikes cats,hinduism and very serious about it,cancer and it matters a lot,when drinking,"english (fluently), croatian (fluently), bengali (okay)"
36,single,f,straight,average,strictly vegetarian,,,graduated from college/university,,68,-1,,2012-04-30-19-47,"walnut creek, california",,has cats,,taurus and it&rsquo;s fun to think about,,english
